fips,lowest_quintile,second_quintile,third_quintile,fourth_quintile,highest_quintile
421010311012,,,,,
421010311022,,,,,
421010311021,,,,,
421010311024,,,,,
421010311023,,,,,
421010195021,,,,,
421010195022,,,,,
421010172022,,,,,
421010172024,,,,,
421010172021,,,,,
421010274013,,,,,
421010274012,,,,,
421010274011,,,,,
421010201011,,,,,
421010201012,,,,,
421010201013,,,,,
421010201023,,,,,
421010201024,,,,,
421010201021,,,,,
421010086023,,,,,
421010375002,,,,,
421010375001,,,,,
421019808001,,,,,
421010180021,,,,,
421010180022,,,,,
421010180024,,,,,
421010180023,,,,,
421010088012,,,,,
421010088011,,,,,
421010098012,,,,,
421010122011,,,,,
421010122012,,,,,
421010098011,,,,,
421010071011,,,,,
421010071012,,,,,
421010071013,,,,,
421010028012,,,,,
421010361003,,,,,
421010362014,,,,,
421010369003,,,,,
421010369001,,,,,
421010369002,,,,,
421010373003,,,,,
421010373001,,,,,
421010373002,,,,,
421010372002,,,,,
421010372001,,,,,
421010372004,,,,,
421010315012,,,,,
421010315011,,,,,
421010305011,,,,,
421010305013,,,,,
421010305012,,,,,
421010305023,,,,,
421010305021,,,,,
421010305022,,,,,
421010195023,,,,,
421010195011,,,,,
421010195013,,,,,
421010305024,,,,,
421010305025,,,,,
421010098023,,,,,
421010098022,,,,,
421010098021,,,,,
421010180013,,,,,
421010195012,,,,,
421010289012,,,,,
421010289011,,,,,
421010289013,,,,,
421010289021,,,,,
421010289023,,,,,
421010289022,,,,,
421010289024,,,,,
421010289025,,,,,
421010331014,,,,,
421010331013,,,,,
421010331012,,,,,
421010331011,,,,,
421010010023,,,,,
421010010021,,,,,
421010010022,,,,,
421010010012,,,,,
421010010011,,,,,
421010208002,,,,,
421010004022,,,,,
421010180012,,,,,
421010383003,,,,,
421010383002,,,,,
421010372003,,,,,
421010383001,,,,,
421010390006,,,,,
421010180011,,,,,
421010177025,,,,,
421010177024,,,,,
421010177021,,,,,
421010268003,,,,,
421010319001,,,,,
421010319004,,,,,
421010319005,,,,,
421010319003,,,,,
421010319002,,,,,
421010330007,,,,,
421010330003,,,,,
421010330001,,,,,
421010330004,,,,,
421010330005,,,,,
421010330006,,,,,
421010330002,,,,,
421010161001,,,,,
421010161002,,,,,
421010161003,,,,,
421010161004,,,,,
421010169012,,,,,
421010169011,,,,,
421010169013,,,,,
421010174001,,,,,
421010174002,,,,,
421010158002,,,,,
421010158004,,,,,
421010158006,,,,,
421010158005,,,,,
421010158003,,,,,
421010158001,,,,,
421010164004,,,,,
421010164001,,,,,
421010164002,,,,,
421010164003,,,,,
421010169022,,,,,
421010169021,,,,,
421010169024,,,,,
421010169023,,,,,
421010171003,,,,,
421010171004,,,,,
421010171001,,,,,
421010171002,,,,,
421010259004,,,,,
421010259001,,,,,
421010259002,,,,,
421010259006,,,,,
421010259003,,,,,
421010259005,,,,,
421010290004,,,,,
421010290001,,,,,
421010290003,,,,,
421010007002,,,,,
421010025001,,,,,
421010033005,,,,,
421010007003,,,,,
421010007001,,,,,
421010284001,,,,,
421010286002,,,,,
421010286003,,,,,
421010286004,,,,,
421010286005,,,,,
421010286006,,,,,
421010286001,,,,,
421010001001,,,,,
421010001002,,,,,
421010013005,,,,,
421010013004,,,,,
421010013001,,,,,
421010013002,,,,,
421010013003,,,,,
421010042013,,,,,
421010042014,,,,,
421010042011,,,,,
421010056001,,,,,
421010067003,,,,,
421010067002,,,,,
421010067001,,,,,
421010067004,,,,,
421010067007,,,,,
421010067005,,,,,
421010067006,,,,,
421010003002,,,,,
421010003001,,,,,
421010005001,,,,,
421010024001,,,,,
421010024004,,,,,
421010024003,,,,,
421010024005,,,,,
421010024002,,,,,
421010100004,,,,,
421010100001,,,,,
421010100002,,,,,
421010100003,,,,,
421010101002,,,,,
421010101001,,,,,
421010101006,,,,,
421010101003,,,,,
421010101004,,,,,
421010101005,,,,,
421010101007,,,,,
421010107001,,,,,
421010107004,,,,,
421010107002,,,,,
421010107003,,,,,
421010133002,,,,,
421010133001,,,,,
421010247005,,,,,
421010247002,,,,,
421010038004,,,,,
421010038003,,,,,
421010038001,,,,,
421010038002,,,,,
421010125002,,,,,
421010125001,,,,,
421010125003,,,,,
421010018001,,,,,
421010018002,,,,,
421010021002,,,,,
421010021001,,,,,
421010257001,,,,,
421010033004,,,,,
421010033006,,,,,
421010033003,,,,,
421010033001,,,,,
421010033002,,,,,
421010040023,,,,,
421010040021,,,,,
421010040024,,,,,
421010040022,,,,,
421010042012,,,,,
421010203002,,,,,
421010203001,,,,,
421010209004,,,,,
421010208001,,,,,
421010209003,,,,,
421010209001,,,,,
421010209002,,,,,
421010207003,,,,,
421010207002,,,,,
421010207001,,,,,
421010207004,,,,,
421010184001,,,,,
421010184002,,,,,
421010307003,,,,,
421010307001,,,,,
421010307002,,,,,
421010312001,,,,,
421010312002,,,,,
421010312003,,,,,
421010231001,,,,,
421010235001,,,,,
421010019002,,,,,
421010019003,,,,,
421010019001,,,,,
421010031006,,,,,
421010070004,,,,,
421010070003,,,,,
421010070001,,,,,
421010070002,,,,,
421010070005,,,,,
421010080002,,,,,
421010080004,,,,,
421010080003,,,,,
421010210001,,,,,
421010210004,,,,,
421010210002,,,,,
421010210003,,,,,
421010210005,,,,,
421010347021,,,,,
421010147002,,,,,
421010147001,,,,,
421010156002,,,,,
421010156001,,,,,
421010163001,,,,,
421010163003,,,,,
421010163002,,,,,
421010163004,,,,,
421010178002,,,,,
421010278004,,,,,
421010278001,,,,,
421010278002,,,,,
421010278003,,,,,
421010282002,,,,,
421010282003,,,,,
421010282001,,,,,
421010288003,,,,,
421010288001,,,,,
421010288002,,,,,
421010298002,,,,,
421010298004,,,,,
421010298003,,,,,
421010298001,,,,,
421010298005,,,,,
421010329004,,,,,
421010329003,,,,,
421010329005,,,,,
421010329001,,,,,
421010329002,,,,,
421010348022,,,,,
421010348023,,,,,
421010348021,,,,,
421010348033,,,,,
421010348032,,,,,
421010348031,,,,,
421010245001,,,,,
421010245004,,,,,
421010245002,,,,,
421010254004,,,,,
421010254001,,,,,
421010254002,,,,,
421010254003,,,,,
421010260002,,,,,
421010260003,,,,,
421010260001,,,,,
421010263021,,,,,
421010263022,,,,,
421010263023,,,,,
421010382002,,,,,
421010382001,,,,,
421010382003,,,,,
421010380001,,,,,
421010380002,,,,,
421010381001,,,,,
421010178003,,,,,
421010178007,,,,,
421010178004,,,,,
421010178006,,,,,
421010178001,,,,,
421010178005,,,,,
421010197004,,,,,
421010197001,,,,,
421010197005,,,,,
421010197006,,,,,
421010197002,,,,,
421010197003,,,,,
421010200002,,,,,
421010200001,,,,,
421010108001,,,,,
421010108002,,,,,
421010108003,,,,,
421010108004,,,,,
421010108005,,,,,
421010263024,,,,,
421010264004,,,,,
421010264001,,,,,
421010264006,,,,,
421010264002,,,,,
421010264005,,,,,
421010264007,,,,,
421010264003,,,,,
421010271001,,,,,
421010271002,,,,,
421010271003,,,,,
421010240004,,,,,
421010240003,,,,,
421010240001,,,,,
421010240002,,,,,
421010281002,,,,,
421010281001,,,,,
421010281003,,,,,
421010283001,,,,,
421010283003,,,,,
421010283005,,,,,
421010283006,,,,,
421010283007,,,,,
421010283002,,,,,
421010283004,,,,,
421010308004,,,,,
421010308002,,,,,
421010308003,,,,,
421010308001,,,,,
421010310006,,,,,
421010310005,,,,,
421010310007,,,,,
421010310001,,,,,
421010310003,,,,,
421010310004,,,,,
421010310002,,,,,
421010153004,,,,,
421010153002,,,,,
421010153001,,,,,
421010153003,,,,,
421010157003,,,,,
421010157002,,,,,
421010157001,,,,,
421010160003,,,,,
421010160002,,,,,
421010160004,,,,,
421010160005,,,,,
421010160006,,,,,
421010160007,,,,,
421010160001,,,,,
421010168003,,,,,
421010168002,,,,,
421010168001,,,,,
421010168006,,,,,
421010168004,,,,,
421010168005,,,,,
421010177023,,,,,
421010177022,,,,,
421010177011,,,,,
421010177012,,,,,
421010177013,,,,,
421010356021,,,,,
421010356022,,,,,
421010316006,,,,,
421010202005,,,,,
421010202002,,,,,
421010202006,,,,,
421010202003,,,,,
421010202004,,,,,
421010202001,,,,,
421010149001,,,,,
421010347022,,,,,
421010347023,,,,,
421010266006,,,,,
421010266001,,,,,
421010266002,,,,,
421010266003,,,,,
421010266008,,,,,
421010266004,,,,,
421010266005,,,,,
421010266007,,,,,
421010104003,,,,,
421010390002,,,,,
421010390003,,,,,
421010390007,,,,,
421010390008,,,,,
421010390001,,,,,
421010390004,,,,,
421010390005,,,,,
421010378003,,,,,
421010378002,,,,,
421010378001,,,,,
421010377003,,,,,
421010377002,,,,,
421010377001,,,,,
421010342002,,,,,
421010361001,,,,,
421010335001,,,,,
421010335003,,,,,
421010335002,,,,,
421010341003,,,,,
421010341001,,,,,
421010341002,,,,,
421010341006,,,,,
421010341005,,,,,
421010341004,,,,,
421010351001,,,,,
421010351002,,,,,
421010353012,,,,,
421010353013,,,,,
421010353011,,,,,
421010360001,,,,,
421010199001,,,,,
421010199002,,,,,
421010199003,,,,,
421010199004,,,,,
421010204003,,,,,
421010204001,,,,,
421010204002,,,,,
421010204004,,,,,
421010237001,,,,,
421010237002,,,,,
421010237004,,,,,
421010237003,,,,,
421010104002,,,,,
421010104001,,,,,
421010104004,,,,,
421010132001,,,,,
421010132002,,,,,
421010326001,,,,,
421010326004,,,,,
421010326007,,,,,
421010326006,,,,,
421010326002,,,,,
421010326003,,,,,
421010326005,,,,,
421010332001,,,,,
421010332002,,,,,
421010338003,,,,,
421010338005,,,,,
421010338002,,,,,
421010338001,,,,,
421010338004,,,,,
421010344003,,,,,
421010344004,,,,,
421010344001,,,,,
421010344002,,,,,
421010113002,,,,,
421010347012,,,,,
421010113001,,,,,
421010113003,,,,,
421010114001,,,,,
421010114004,,,,,
421010114005,,,,,
421010114003,,,,,
421010114006,,,,,
421010114002,,,,,
421010117001,,,,,
421010176011,,,,,
421010176013,,,,,
421010176012,,,,,
421010176014,,,,,
421010176015,,,,,
421010036002,,,,,
421010036001,,,,,
421010036004,,,,,
421010036003,,,,,
421010170002,,,,,
421010170003,,,,,
421010290002,,,,,
421010301001,,,,,
421010301002,,,,,
421010301005,,,,,
421010347011,,,,,
421010347013,,,,,
421010352003,,,,,
421010352001,,,,,
421010352002,,,,,
421010358002,,,,,
421010358003,,,,,
421010358001,,,,,
421010359002,,,,,
421010359001,,,,,
421010362012,,,,,
421010362011,,,,,
421010362013,,,,,
421010362021,,,,,
421010362022,,,,,
421010362023,,,,,
421010362024,,,,,
421010106002,,,,,
421010131001,,,,,
421010131002,,,,,
421010138002,,,,,
421010138001,,,,,
421010162001,,,,,
421010162002,,,,,
421010162003,,,,,
421010179002,,,,,
421010179001,,,,,
421010179005,,,,,
421010179004,,,,,
421010179003,,,,,
421010183003,,,,,
421010183002,,,,,
421010183001,,,,,
421010170001,,,,,
421010243003,,,,,
421010243002,,,,,
421010243004,,,,,
421010243001,,,,,
421010276002,,,,,
421010039023,,,,,
421010078003,,,,,
421010078004,,,,,
421010078005,,,,,
421010080001,,,,,
421010094001,,,,,
421010094002,,,,,
421010340002,,,,,
421010340003,,,,,
421010340001,,,,,
421010346001,,,,,
421010348011,,,,,
421010348012,,,,,
421010061002,,,,,
421010061001,,,,,
421010022002,,,,,
421010022003,,,,,
421010022001,,,,,
421010023001,,,,,
421010023002,,,,,
421010041012,,,,,
421010041011,,,,,
421010041013,,,,,
421010041014,,,,,
421010042024,,,,,
421010042022,,,,,
421010042023,,,,,
421010042021,,,,,
421010055003,,,,,
421010069002,,,,,
421010055002,,,,,
421010055001,,,,,
421010069001,,,,,
421010349004,,,,,
421010349002,,,,,
421010349001,,,,,
421010269002,,,,,
421010269001,,,,,
421010292003,,,,,
421010292001,,,,,
421010292002,,,,,
421010313004,,,,,
421010313001,,,,,
421010313002,,,,,
421010313005,,,,,
421010313003,,,,,
421010313006,,,,,
421010325002,,,,,
421010325004,,,,,
421010325003,,,,,
421010325001,,,,,
421010014001,,,,,
421010014002,,,,,
421010301003,,,,,
421010301004,,,,,
421010137004,,,,,
421010137001,,,,,
421010137005,,,,,
421010137003,,,,,
421010137002,,,,,
421010115002,,,,,
421010115003,,,,,
421010115001,,,,,
421010115004,,,,,
421010120001,,,,,
421010120002,,,,,
421010121001,,,,,
421010121002,,,,,
421010257003,,,,,
421010257002,,,,,
421010211002,,,,,
421010211001,,,,,
421010261001,,,,,
421010261003,,,,,
421010261002,,,,,
421010272003,,,,,
421010272001,,,,,
421010272002,,,,,
421010275001,,,,,
421010275003,,,,,
421010275002,,,,,
421010275004,,,,,
421010280004,,,,,
421010280001,,,,,
421010280003,,,,,
421010280002,,,,,
421010294001,,,,,
421010166002,,,,,
421010166001,,,,,
421010173001,,,,,
421010173002,,,,,
421010175002,,,,,
421010175006,,,,,
421010175005,,,,,
421010175003,,,,,
421010175004,,,,,
421010175001,,,,,
421010176021,,,,,
421010176022,,,,,
421010176023,,,,,
421010253004,,,,,
421010253002,,,,,
421010253003,,,,,
421010253005,,,,,
421010253001,,,,,
421010238005,,,,,
421010238002,,,,,
421010238001,,,,,
421010094004,,,,,
421010094003,,,,,
421010095003,,,,,
421010095002,,,,,
421010095004,,,,,
421010095001,,,,,
421010084004,,,,,
421010084006,,,,,
421010084001,,,,,
421010084002,,,,,
421010084005,,,,,
421010084003,,,,,
421010090001,,,,,
421010090003,,,,,
421010090002,,,,,
421010090004,,,,,
421010198002,,,,,
421010198004,,,,,
421010198003,,,,,
421010198005,,,,,
421010198001,,,,,
421010198006,,,,,
421010212001,,,,,
421010212002,,,,,
421010213001,,,,,
421010213002,,,,,
421010213004,,,,,
421010213005,,,,,
421010213003,,,,,
421010217003,,,,,
421010217004,,,,,
421010217002,,,,,
421010217001,,,,,
421010031001,,,,,
421010031002,,,,,
421010031004,,,,,
421010031005,,,,,
421010031003,,,,,
421010032001,,,,,
421010032004,,,,,
421010032006,,,,,
421010032003,,,,,
421010032005,,,,,
421010032002,,,,,
421010040013,,,,,
421010040011,,,,,
421010040012,,,,,
421010040014,,,,,
421010062003,,,,,
421010062002,,,,,
421010072006,,,,,
421010062004,,,,,
421010062001,,,,,
421010072001,,,,,
421010072002,,,,,
421010072003,,,,,
421010072005,,,,,
421010072004,,,,,
421010363012,,,,,
421010363011,,,,,
421010353022,,,,,
421010353021,,,,,
421010355003,,,,,
421010355001,,,,,
421010355002,,,,,
421010362031,,,,,
421010294003,,,,,
421010294002,,,,,
421010300007,,,,,
421010300003,,,,,
421010300004,,,,,
421010300006,,,,,
421010300005,,,,,
421010300002,,,,,
421010300001,,,,,
421010188004,,,,,
421010188007,,,,,
421010188002,,,,,
421010188001,,,,,
421010188003,,,,,
421010188006,,,,,
421010188005,,,,,
421010191002,,,,,
421010191001,,,,,
421010238003,,,,,
421010238004,,,,,
421010252001,,,,,
421010252006,,,,,
421010252007,,,,,
421010252005,,,,,
421010252003,,,,,
421010252004,,,,,
421010252002,,,,,
421010262004,,,,,
421010262002,,,,,
421010262001,,,,,
421010262003,,,,,
421010273001,,,,,
421010273002,,,,,
421010273003,,,,,
421010273005,,,,,
421010273004,,,,,
421010284002,,,,,
421010284003,,,,,
421010218003,,,,,
421019801001,,,,,
421019891001,,,,,
421010167024,,,,,
421010167021,,,,,
421010167022,,,,,
421010167023,,,,,
421010063003,,,,,
421010063001,,,,,
421010063004,,,,,
421010073001,,,,,
421010073002,,,,,
421010073003,,,,,
421010073004,,,,,
421010079001,,,,,
421010079003,,,,,
421010079002,,,,,
421010079004,,,,,
421010085002,,,,,
421010085005,,,,,
421010085006,,,,,
421010085003,,,,,
421010085004,,,,,
421010085007,,,,,
421010085001,,,,,
421010096001,,,,,
421010096003,,,,,
421010096002,,,,,
421010362032,,,,,
421010362033,,,,,
421010364001,,,,,
421010205001,,,,,
421010205002,,,,,
421010218001,,,,,
421010218002,,,,,
421010219001,,,,,
421010248002,,,,,
421010241001,,,,,
421010248001,,,,,
421010064001,,,,,
421010064002,,,,,
421010064003,,,,,
421010065006,,,,,
421010065001,,,,,
421010065003,,,,,
421010065002,,,,,
421010065004,,,,,
421010065005,,,,,
421010066004,,,,,
421010066002,,,,,
421010066001,,,,,
421010066003,,,,,
421010091002,,,,,
421010074002,,,,,
421010074001,,,,,
421010074003,,,,,
421010074004,,,,,
421010074005,,,,,
421010255003,,,,,
421010255002,,,,,
421010255001,,,,,
421010256002,,,,,
421010256003,,,,,
421010256001,,,,,
421010263012,,,,,
421010263014,,,,,
421010263011,,,,,
421010263013,,,,,
421010270002,,,,,
421010270001,,,,,
421010247001,,,,,
421010247004,,,,,
421010247003,,,,,
421019807001,,,,,
421010027012,,,,,
421010027011,,,,,
421010027013,,,,,
421019806001,,,,,
421010337012,,,,,
421010337013,,,,,
421010337011,,,,,
421010279011,,,,,
421010279013,,,,,
421010279012,,,,,
421010279014,,,,,
421010279021,,,,,
421010279022,,,,,
421010081012,,,,,
421010081011,,,,,
421010081013,,,,,
421010071022,,,,,
421010071023,,,,,
421010071021,,,,,
421010071024,,,,,
421010071025,,,,,
421010088021,,,,,
421010088022,,,,,
421010088023,,,,,
421010088024,,,,,
421010087021,,,,,
421010087022,,,,,
421010081024,,,,,
421010087011,,,,,
421010087012,,,,,
421010087013,,,,,
421010081022,,,,,
421010081021,,,,,
421010081025,,,,,
421010081023,,,,,
421010086021,,,,,
421010086022,,,,,
421010145001,,,,,
421010145002,,,,,
421010165001,,,,,
421010165003,,,,,
421010165002,,,,,
421010236001,,,,,
421010236002,,,,,
421010236003,,,,,
421010242003,,,,,
421010239002,,,,,
421010239001,,,,,
421010242002,,,,,
421010242001,,,,,
421010242004,,,,,
421010245003,,,,,
421010140003,,,,,
421010140001,,,,,
421010140002,,,,,
421010096005,,,,,
421010096004,,,,,
421010118002,,,,,
421010118006,,,,,
421010118005,,,,,
421010118001,,,,,
421010118003,,,,,
421010118004,,,,,
421010119002,,,,,
421010119005,,,,,
421010119004,,,,,
421010119001,,,,,
421010119003,,,,,
421010139002,,,,,
421010139001,,,,,
421010139003,,,,,
421010092001,,,,,
421010092002,,,,,
421010091003,,,,,
421010091001,,,,,
421010103001,,,,,
421010103002,,,,,
421010105003,,,,,
421010105001,,,,,
421010105002,,,,,
421010314023,,,,,
421010167011,,,,,
421010167013,,,,,
421010167012,,,,,
421010039014,,,,,
421010020001,,,,,
421010020002,,,,,
421010039011,,,,,
421010039012,,,,,
421010039013,,,,,
421010050001,,,,,
421010054001,,,,,
421010276001,,,,,
421010016001,,,,,
421010276003,,,,,
421010276004,,,,,
421010016002,,,,,
421010039021,,,,,
421010039024,,,,,
421010039022,,,,,
421010306004,,,,,
421010302002,,,,,
421010302005,,,,,
421010306006,,,,,
421010306001,,,,,
421010306003,,,,,
421010306005,,,,,
421010306007,,,,,
421010306002,,,,,
421010316001,,,,,
421010316007,,,,,
421010316005,,,,,
421010316002,,,,,
421010316003,,,,,
421010316004,,,,,
421010015001,,,,,
421010029001,,,,,
421010029003,,,,,
421010029002,,,,,
421010015002,,,,,
421010037021,,,,,
421010037023,,,,,
421010037022,,,,,
421010244003,,,,,
421010106001,,,,,
421010244002,,,,,
421010244001,,,,,
421010246002,,,,,
421010246001,,,,,
421010246003,,,,,
421010249003,,,,,
421010357011,,,,,
421010357012,,,,,
421010357021,,,,,
421010357022,,,,,
421010356014,,,,,
421010356012,,,,,
421010356013,,,,,
421010356011,,,,,
421010151012,,,,,
421010151011,,,,,
421010151021,,,,,
421010151023,,,,,
421010151022,,,,,
421010365013,,,,,
421010365012,,,,,
421010365011,,,,,
421019804001,,,,,
421010134022,,,,,
421010134021,,,,,
421010134023,,,,,
421010134011,,,,,
421010379003,,,,,
421010134012,,,,,
421010136011,,,,,
421010136012,,,,,
421010379005,,,,,
421010379001,,,,,
421010379004,,,,,
421010379002,,,,,
421010379006,,,,,
421010381002,,,,,
421010384002,,,,,
421010384001,,,,,
421010028011,,,,,
421010028013,,,,,
421019805001,,,,,
421010008011,,,,,
421010011012,,,,,
421010011014,,,,,
421010011011,,,,,
421010011013,,,,,
421010274022,,,,,
421010274023,,,,,
421010274021,,,,,
421010274024,,,,,
421010274025,,,,,
421010365021,,,,,
421010086012,,,,,
421010086011,,,,,
421010365022,,,,,
421010367001,,,,,
421010367002,,,,,
421010376002,,,,,
421010376001,,,,,
421010386001,,,,,
421010385002,,,,,
421010385001,,,,,
421010387002,,,,,
421010387001,,,,,
421010388004,,,,,
421010388002,,,,,
421010388001,,,,,
421010388003,,,,,
421010060001,,,,,
421010060002,,,,,
421010060005,,,,,
421010060004,,,,,
421010060003,,,,,
421010111002,,,,,
421010111003,,,,,
421010111001,,,,,
421010111004,,,,,
421010111005,,,,,
421010082001,,,,,
421010082006,,,,,
421010082002,,,,,
421010082004,,,,,
421010082005,,,,,
421010082003,,,,,
421010082007,,,,,
421010083012,,,,,
421010083011,,,,,
421010083013,,,,,
421010083021,,,,,
421010083022,,,,,
421010083023,,,,,
421010083024,,,,,
421010249004,,,,,
421010249002,,,,,
421010249001,,,,,
421010258001,,,,,
421010265005,,,,,
421010265001,,,,,
421010265003,,,,,
421010265004,,,,,
421010265006,,,,,
421010265002,,,,,
421010267002,,,,,
421010267006,,,,,
421010267007,,,,,
421010267003,,,,,
421010267004,,,,,
421010267005,,,,,
421010267001,,,,,
421010190003,,,,,
421010183004,,,,,
421010190004,,,,,
421010190001,,,,,
421010190002,,,,,
421010190005,,,,,
421010206001,,,,,
421010215003,,,,,
421010215001,,,,,
421010215002,,,,,
421010215004,,,,,
421010216001,,,,,
421010216002,,,,,
421010220001,,,,,
421010002001,,,,,
421010006001,,,,,
421010078001,,,,,
421010078002,,,,,
421010093002,,,,,
421010093001,,,,,
421010093004,,,,,
421010093003,,,,,
421010093005,,,,,
421010321002,,,,,
421010321001,,,,,
421010321003,,,,,
421010214001,,,,,
421010214005,,,,,
421010214004,,,,,
421010214002,,,,,
421010214003,,,,,
421010349003,,,,,
421010317004,,,,,
421010317003,,,,,
421010317005,,,,,
421010317001,,,,,
421010317002,,,,,
421010318003,,,,,
421010318002,,,,,
421010318004,,,,,
421010318001,,,,,
421010323001,,,,,
421010323003,,,,,
421010323002,,,,,
421010334001,,,,,
421010334004,,,,,
421010334002,,,,,
421010334003,,,,,
421010339001,,,,,
421010339002,,,,,
421010339003,,,,,
421010361002,,,,,
421010109003,,,,,
421010102001,,,,,
421010102002,,,,,
421010102003,,,,,
421010109002,,,,,
421010109001,,,,,
421010069003,,,,,
421010077002,,,,,
421010077001,,,,,
421010110004,,,,,
421010110002,,,,,
421010110003,,,,,
421010110001,,,,,
421010112004,,,,,
421010112003,,,,,
421010112007,,,,,
421010112002,,,,,
421010112005,,,,,
421010112001,,,,,
421010112006,,,,,
421010041021,,,,,
421010041023,,,,,
421010041022,,,,,
421010041024,,,,,
421010014003,,,,,
421010363021,,,,,
421010363022,,,,,
421010063002,,,,,
421010142001,,,,,
421010142002,,,,,
421010037012,,,,,
421010037011,,,,,
421010037014,,,,,
421010037015,,,,,
421010037013,,,,,
421010287001,,,,,
421010287002,,,,,
421010291004,,,,,
421010291001,,,,,
421010291003,,,,,
421010291002,,,,,
421010135002,,,,,
421010135004,,,,,
421010135001,,,,,
421010135003,,,,,
421010143002,,,,,
421010143001,,,,,
421010146001,,,,,
421010146003,,,,,
421010146002,,,,,
421010149003,,,,,
421010148001,,,,,
421010149005,,,,,
421010149006,,,,,
421010149002,,,,,
421010149004,,,,,
421010191004,,,,,
421010284004,,,,,
421010191006,,,,,
421010191003,,,,,
421010191005,,,,,
421010192006,,,,,
421010192005,,,,,
421010192004,,,,,
421010192003,,,,,
421010192001,,,,,
421010192002,,,,,
421010017001,,,,,
421010017002,,,,,
421010025002,,,,,
421010025004,,,,,
421010025003,,,,,
421010268001,,,,,
421010268002,,,,,
421010268004,,,,,
